Iteración,Fitness,Tiempo,Interacción,BLOSUM
1,37.988462099129116,17.172431707382202,3.8000000000003746,-1.1537900874626223
2,37.988462099129116,32.29244065284729,3.800000000000236,-1.296812592997653
3,37.988462099129116,53.13919425010681,3.0400000000000102,-1.2495239672147946
1,37.98706777424168,12.187787294387817,3.800000000000054,-1.2932225758859612
2,37.98706777424168,25.10323739051819,3.800000000000324,-1.308112684728057
3,37.98706777424168,38.196120262145996,3.8000000000007415,-1.2948222565677783
1,30.386973361910922,12.444683074951172,3.040000000000032,-1.302663808939603
2,37.987436867712475,24.86678647994995,3.8000000000000673,-1.256313228819788
3,37.98795504880832,37.94340777397156,3.800000000000181,-1.2044951193493523
1,37.98837190869062,12.046560525894165,3.8000000000003222,-1.1628091312609679
2,37.98837190869062,24.95663857460022,3.8000000000004306,-1.2555672524080852
3,37.98837190869062,37.248364210128784,3.0400000000000373,-1.1665865384606036
1,30.387110137575913,11.907615661621094,3.0400000000000005,-1.2889862424092775
2,37.987098760681974,24.571693181991577,3.8000000000001495,-1.2901239319518973
3,37.987098760681974,37.47066116333008,3.040000000000003,-1.3047157473641782
1,37.98712321442452,11.792623519897461,3.8000000000002387,-1.2876785577868095
2,37.98712321442452,24.34946370124817,3.0400000000000067,-1.3133542032516503
3,37.98712321442452,36.48845386505127,3.04000000000001,-1.3125716469229556
1,30.387441539461047,12.277482986450195,3.0400000000000174,-1.2558460539125886
2,37.98716775599718,26.55736541748047,3.8000000000005887,-1.283224400870424
3,37.98716775599718,40.35279440879822,3.0400000000000507,-1.1642731769577435
1,37.9890267127373,11.680461406707764,3.8000000000004506,-1.0973287267202347
2,37.9890267127373,23.943910360336304,3.0400000000000413,-1.1044200285153867
3,37.9890267127373,36.32070779800415,3.0400000000000547,-1.117735220648528
1,30.387001064800824,12.121986865997314,3.0400000000000085,-1.2998935199259964
2,37.98687209568316,24.303871870040894,3.8000000000002494,-1.3127904319331813
3,37.98699076547468,36.64666414260864,3.8000000000001113,-1.3009234526434397
1,37.98723879455741,12.018818140029907,3.8000000000003324,-1.2761205445913444
2,37.98723879455741,24.6596736907959,3.040000000000014,-1.2777735242314694
3,37.98726156679218,37.14639639854431,3.8000000000000176,-1.2738433208000661
1,30.38683018867964,11.897281885147095,3.0400000000000382,-1.3169811320744573
2,37.98743264049437,24.11986255645752,3.8000000000001672,-1.2567359507303641
3,37.98743264049437,36.55039048194885,3.040000000000007,-1.2615728260022632
1,30.387117903930186,11.874073505401611,3.0400000000000045,-1.2882096069859126
2,37.987452258608926,24.42871904373169,3.8000000000000127,-1.254774139120136
3,37.987452258608926,36.63333177566528,3.800000000000296,-1.284585889569567
1,30.38714416336486,11.989783525466919,3.040000000000002,-1.2855836635162408
2,37.986820497225814,24.36419177055359,3.800000000000084,-1.3179502775022292
3,37.987018380377165,36.88627743721008,3.80000000000034,-1.2981619626230114
1,37.98686375125217,12.311404943466187,3.800000000000762,-1.3136248755446782
2,37.98686375125217,24.744401693344116,3.0400000000000147,-1.3218513709605728
3,37.98852515673198,37.006163120269775,3.800000000000476,-1.1474843272776503
1,30.38854532281488,12.167550325393677,3.040000000000051,-1.145467718562916
2,30.38854532281488,24.71163296699524,3.0400000000000205,-1.1803383850523772
3,37.98677149651486,37.009387254714966,3.800000000000492,-1.3228503490056585
1,37.987257792113404,11.996687889099121,3.80000000000053,-1.2742207891898707
2,37.987257792113404,24.435781478881836,3.0400000000000063,-1.2762511513653083
3,37.987331898870565,36.88546371459961,3.8000000000000194,-1.2668101129629856
1,30.387405370946226,12.070782899856567,3.0400000000000325,-1.259462905409786
2,37.98731223090425,24.818147659301758,3.800000000000008,-1.2687769095827868
3,37.98731223090425,37.47034454345703,3.0400000000000005,-1.2618895627184312
1,30.38713935493757,11.85208797454834,3.04,-1.28606450624279
2,37.987041497279364,24.260055541992188,3.8000000000002374,-1.295850272300916
3,37.987041497279364,36.72662663459778,3.0400000000000276,-1.2696351760384978
1,37.98770013990538,11.929306507110596,3.800000000000175,-1.229986009636849
2,37.98770013990538,24.738837242126465,3.8000000000002014,-1.2530251318637502
3,37.98770013990538,37.17856740951538,3.800000000000038,-1.242499035864834
1,37.98896053080067,12.9863440990448,3.8000000000007876,-1.1039469207203947
2,37.98896053080067,25.478078842163086,3.8000000000003737,-1.2800433335902808
3,37.98896053080067,38.37539291381836,3.800000000000292,-1.2525040764024749
1,37.9889204017966,12.014540672302246,3.8000000000007104,-1.1079598210508077
2,37.9889204017966,24.29468011856079,3.0400000000000906,-1.0851911502915272
3,37.9889204017966,36.77829313278198,3.040000000000011,-1.2703061543257808
1,30.387574038087905,12.257187843322754,3.040000000000006,-1.2425961912155128
2,30.387574038087905,24.9978768825531,3.040000000000007,-1.307078151388525
3,37.98731094448011,37.59970688819885,3.8000000000000203,-1.2689055520091983
1,37.98861591412632,12.01195740699768,3.8000000000006833,-1.1384085880511854
2,37.98861591412632,24.29166603088379,3.0400000000001146,-1.104940792159163
3,37.98861591412632,36.81715488433838,3.800000000000703,-1.2693244559911745
1,37.98704788045191,11.927123308181763,3.800000000000055,-1.2952119548633003
2,37.98704788045191,24.786774396896362,3.040000000000005,-1.2643107922444936
3,37.98704788045191,36.99230360984802,3.040000000000001,-1.2654467498650444
1,30.387171732757793,11.902810335159302,3.0400000000000493,-1.282826724269956
2,37.98782245122188,24.39145588874817,3.800000000000133,-1.2177548779447438
3,37.98782245122188,37.1377227306366,3.8000000000001597,-1.2788104089209427
1,37.98716386878187,12.200567722320557,3.800000000000009,-1.2836131218225137
2,37.98716386878187,25.294949769973755,3.040000000000036,-1.2784526112175794
3,37.98716386878187,38.013691663742065,3.040000000000048,-1.2985211861150114
1,37.986919330289595,12.204786539077759,3.800000000000039,-1.3080669710796742
2,37.986919330289595,24.845441579818726,3.0400000000000866,-1.3328002436971038
3,37.986919330289595,37.646090030670166,3.8000000000002405,-1.343236074269539
1,30.387640318054405,11.768552303314209,3.0400000000000142,-1.235968194573405
2,37.987700069860466,24.219255924224854,3.800000000000095,-1.2299930140485678
3,37.987700069860466,36.98320460319519,3.040000000000003,-1.2514887021769707
1,30.389023695889858,11.926538228988647,3.0400000000001044,-1.097630411118565
2,37.987377619548646,24.34627890586853,3.800000000000013,-1.2622380451482624
3,37.987377619548646,36.73295450210571,3.0400000000000515,-1.1159048108191096
1,30.38926180930892,12.186938524246216,3.0400000000000906,-1.0738190691989944
2,30.38926180930892,25.427345275878906,3.0400000000000427,-1.2815986550502203
3,37.98885975201657,38.110816955566406,3.8000000000005842,-1.1140247989266805
